subdomain,ip,provider,detail
b81202.ad.uci.edu,128.195.211.202,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81193.ad.uci.edu,128.195.211.193,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81184.ad.uci.edu,128.195.211.184,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81185.ad.uci.edu,128.195.211.185,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81172.ad.uci.edu,128.195.211.172,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81187.ad.uci.edu,128.195.211.187,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81200.ad.uci.edu,128.195.211.200,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81195.ad.uci.edu,128.195.211.195,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81180.ad.uci.edu,128.195.211.180,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81189.ad.uci.edu,128.195.211.189,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81197.ad.uci.edu,128.195.211.197,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81203.ad.uci.edu,128.195.211.203,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81196.ad.uci.edu,128.195.211.196,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81183.ad.uci.edu,128.195.211.183,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81194.ad.uci.edu,128.195.211.194,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81205.ad.uci.edu,128.195.211.205,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81201.ad.uci.edu,128.195.211.201,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81177.ad.uci.edu,128.195.211.177,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81198.ad.uci.edu,128.195.211.198,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81190.ad.uci.edu,128.195.211.190,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81186.ad.uci.edu,128.195.211.186,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81192.ad.uci.edu,128.195.211.192,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81181.ad.uci.edu,128.195.211.181,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81182.ad.uci.edu,128.195.211.182,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81191.ad.uci.edu,128.195.211.191,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81176.ad.uci.edu,128.195.211.176,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81207.ad.uci.edu,128.195.211.207,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81209.ad.uci.edu,128.195.211.209,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81212.ad.uci.edu,128.195.211.212,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81204.ad.uci.edu,128.195.211.204,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81206.ad.uci.edu,128.195.211.206,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81211.ad.uci.edu,128.195.211.211,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81210.ad.uci.edu,128.195.211.210,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81208.ad.uci.edu,128.195.211.208,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81213.ad.uci.edu,128.195.211.213,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81215.ad.uci.edu,128.195.211.215,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81216.ad.uci.edu,128.195.211.216,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81217.ad.uci.edu,128.195.211.217,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81214.ad.uci.edu,128.195.211.214,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81222.ad.uci.edu,128.195.211.222,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81219.ad.uci.edu,128.195.211.219,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81221.ad.uci.edu,128.195.211.221,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81218.ad.uci.edu,128.195.211.218,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81223.ad.uci.edu,128.195.211.223,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81199.ad.uci.edu,128.195.211.199,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81225.ad.uci.edu,128.195.211.225,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81224.ad.uci.edu,128.195.211.224,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81226.ad.uci.edu,128.195.211.226,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81227.ad.uci.edu,128.195.211.227,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81228.ad.uci.edu,128.195.211.228,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81229.ad.uci.edu,128.195.211.229,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81230.ad.uci.edu,128.195.211.230,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81233.ad.uci.edu,128.195.211.233,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81231.ad.uci.edu,128.195.211.231,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81232.ad.uci.edu,128.195.211.232,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81235.ad.uci.edu,128.195.211.235,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81234.ad.uci.edu,128.195.211.234,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81236.ad.uci.edu,128.195.211.236,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81237.ad.uci.edu,128.195.211.237,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81238.ad.uci.edu,128.195.211.238,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81239.ad.uci.edu,128.195.211.239,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81241.ad.uci.edu,128.195.211.241,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81243.ad.uci.edu,128.195.211.243,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81242.ad.uci.edu,128.195.211.242,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81246.ad.uci.edu,128.195.211.246,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81220.ad.uci.edu,128.195.211.220,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81244.ad.uci.edu,128.195.211.244,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81245.ad.uci.edu,128.195.211.245,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81240.ad.uci.edu,128.195.211.240,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81248.ad.uci.edu,128.195.211.248,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81247.ad.uci.edu,128.195.211.247,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81249.ad.uci.edu,128.195.211.249,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81250.ad.uci.edu,128.195.211.250,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81251.ad.uci.edu,128.195.211.251,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81254.ad.uci.edu,128.195.211.254,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81253.ad.uci.edu,128.195.211.253,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b81252.ad.uci.edu,128.195.211.252,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b84110ftd.unx.uci.edu,128.195.123.12,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88002.ad.uci.edu,128.195.208.2,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b84110.unx.uci.edu,128.195.123.11,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88003.ad.uci.edu,128.195.208.3,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88006.ad.uci.edu,128.195.208.6,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88004.ad.uci.edu,128.195.208.4,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88008.ad.uci.edu,128.195.208.8,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88005.ad.uci.edu,128.195.208.5,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88007.ad.uci.edu,128.195.208.7,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88010.ad.uci.edu,128.195.208.10,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88009.ad.uci.edu,128.195.208.9,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88011.ad.uci.edu,128.195.208.11,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88013.ad.uci.edu,128.195.208.13,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88012.ad.uci.edu,128.195.208.12,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88014.ad.uci.edu,128.195.208.14,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88016.ad.uci.edu,128.195.208.16,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88015.ad.uci.edu,128.195.208.15,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88017.ad.uci.edu,128.195.208.17,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88018.ad.uci.edu,128.195.208.18,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88019.ad.uci.edu,128.195.208.19,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88020.ad.uci.edu,128.195.208.20,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88021.ad.uci.edu,128.195.208.21,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88022.ad.uci.edu,128.195.208.22,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88023.ad.uci.edu,128.195.208.23,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88024.ad.uci.edu,128.195.208.24,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88026.ad.uci.edu,128.195.208.26,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88025.ad.uci.edu,128.195.208.25,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88027.ad.uci.edu,128.195.208.27,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88028.ad.uci.edu,128.195.208.28,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88029.ad.uci.edu,128.195.208.29,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88031.ad.uci.edu,128.195.208.31,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88032.ad.uci.edu,128.195.208.32,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88035.ad.uci.edu,128.195.208.35,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88033.ad.uci.edu,128.195.208.33,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88034.ad.uci.edu,128.195.208.34,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88036.ad.uci.edu,128.195.208.36,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88038.ad.uci.edu,128.195.208.38,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88037.ad.uci.edu,128.195.208.37,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88040.ad.uci.edu,128.195.208.40,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88039.ad.uci.edu,128.195.208.39,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88041.ad.uci.edu,128.195.208.41,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88042.ad.uci.edu,128.195.208.42,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88043.ad.uci.edu,128.195.208.43,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88044.ad.uci.edu,128.195.208.44,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88047.ad.uci.edu,128.195.208.47,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88046.ad.uci.edu,128.195.208.46,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88030.ad.uci.edu,128.195.208.30,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88045.ad.uci.edu,128.195.208.45,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88048.ad.uci.edu,128.195.208.48,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88052.ad.uci.edu,128.195.208.52,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88050.ad.uci.edu,128.195.208.50,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88049.ad.uci.edu,128.195.208.49,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88051.ad.uci.edu,128.195.208.51,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88053.ad.uci.edu,128.195.208.53,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88058.ad.uci.edu,128.195.208.58,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88056.ad.uci.edu,128.195.208.56,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88055.ad.uci.edu,128.195.208.55,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88054.ad.uci.edu,128.195.208.54,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88059.ad.uci.edu,128.195.208.59,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88057.ad.uci.edu,128.195.208.57,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88062.ad.uci.edu,128.195.208.62,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88060.ad.uci.edu,128.195.208.60,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88061.ad.uci.edu,128.195.208.61,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88064.ad.uci.edu,128.195.208.64,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88065.ad.uci.edu,128.195.208.65,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88066.ad.uci.edu,128.195.208.66,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88067.ad.uci.edu,128.195.208.67,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88063.ad.uci.edu,128.195.208.63,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88068.ad.uci.edu,128.195.208.68,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88070.ad.uci.edu,128.195.208.70,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88072.ad.uci.edu,128.195.208.72,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88069.ad.uci.edu,128.195.208.69,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88071.ad.uci.edu,128.195.208.71,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88073.ad.uci.edu,128.195.208.73,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88078.ad.uci.edu,128.195.208.78,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88075.ad.uci.edu,128.195.208.75,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88081.ad.uci.edu,128.195.208.81,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88082.ad.uci.edu,128.195.208.82,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88077.ad.uci.edu,128.195.208.77,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88085.ad.uci.edu,128.195.208.85,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88087.ad.uci.edu,128.195.208.87,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88088.ad.uci.edu,128.195.208.88,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88080.ad.uci.edu,128.195.208.80,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88097.ad.uci.edu,128.195.208.97,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88093.ad.uci.edu,128.195.208.93,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88091.ad.uci.edu,128.195.208.91,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88098.ad.uci.edu,128.195.208.98,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88084.ad.uci.edu,128.195.208.84,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88089.ad.uci.edu,128.195.208.89,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88086.ad.uci.edu,128.195.208.86,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88079.ad.uci.edu,128.195.208.79,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88092.ad.uci.edu,128.195.208.92,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88096.ad.uci.edu,128.195.208.96,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88074.ad.uci.edu,128.195.208.74,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88076.ad.uci.edu,128.195.208.76,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88095.ad.uci.edu,128.195.208.95,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88083.ad.uci.edu,128.195.208.83,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88090.ad.uci.edu,128.195.208.90,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88100.ad.uci.edu,128.195.208.100,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88099.ad.uci.edu,128.195.208.99,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88094.ad.uci.edu,128.195.208.94,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88104.ad.uci.edu,128.195.208.104,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88103.ad.uci.edu,128.195.208.103,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88102.ad.uci.edu,128.195.208.102,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88105.ad.uci.edu,128.195.208.105,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88106.ad.uci.edu,128.195.208.106,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88107.ad.uci.edu,128.195.208.107,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88111.ad.uci.edu,128.195.208.111,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88114.ad.uci.edu,128.195.208.114,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88109.ad.uci.edu,128.195.208.109,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88108.ad.uci.edu,128.195.208.108,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88112.ad.uci.edu,128.195.208.112,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88113.ad.uci.edu,128.195.208.113,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88110.ad.uci.edu,128.195.208.110,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88117.ad.uci.edu,128.195.208.117,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88116.ad.uci.edu,128.195.208.116,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88118.ad.uci.edu,128.195.208.118,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88120.ad.uci.edu,128.195.208.120,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88121.ad.uci.edu,128.195.208.121,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88122.ad.uci.edu,128.195.208.122,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88123.ad.uci.edu,128.195.208.123,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88101.ad.uci.edu,128.195.208.101,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88126.ad.uci.edu,128.195.208.126,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88124.ad.uci.edu,128.195.208.124,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88125.ad.uci.edu,128.195.208.125,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88128.ad.uci.edu,128.195.208.128,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88127.ad.uci.edu,128.195.208.127,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88115.ad.uci.edu,128.195.208.115,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88129.ad.uci.edu,128.195.208.129,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88130.ad.uci.edu,128.195.208.130,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88131.ad.uci.edu,128.195.208.131,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88132.ad.uci.edu,128.195.208.132,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88133.ad.uci.edu,128.195.208.133,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88134.ad.uci.edu,128.195.208.134,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88135.ad.uci.edu,128.195.208.135,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88136.ad.uci.edu,128.195.208.136,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88139.ad.uci.edu,128.195.208.139,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88140.ad.uci.edu,128.195.208.140,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88138.ad.uci.edu,128.195.208.138,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88137.ad.uci.edu,128.195.208.137,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88141.ad.uci.edu,128.195.208.141,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88142.ad.uci.edu,128.195.208.142,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88143.ad.uci.edu,128.195.208.143,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88119.ad.uci.edu,128.195.208.119,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88144.ad.uci.edu,128.195.208.144,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88147.ad.uci.edu,128.195.208.147,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88146.ad.uci.edu,128.195.208.146,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88145.ad.uci.edu,128.195.208.145,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88148.ad.uci.edu,128.195.208.148,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88151.ad.uci.edu,128.195.208.151,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88149.ad.uci.edu,128.195.208.149,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88152.ad.uci.edu,128.195.208.152,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88150.ad.uci.edu,128.195.208.150,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88153.ad.uci.edu,128.195.208.153,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88156.ad.uci.edu,128.195.208.156,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88155.ad.uci.edu,128.195.208.155,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88158.ad.uci.edu,128.195.208.158,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88157.ad.uci.edu,128.195.208.157,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88159.ad.uci.edu,128.195.208.159,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88163.ad.uci.edu,128.195.208.163,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88162.ad.uci.edu,128.195.208.162,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88161.ad.uci.edu,128.195.208.161,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88166.ad.uci.edu,128.195.208.166,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88164.ad.uci.edu,128.195.208.164,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88165.ad.uci.edu,128.195.208.165,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88168.ad.uci.edu,128.195.208.168,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88167.ad.uci.edu,128.195.208.167,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88171.ad.uci.edu,128.195.208.171,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88172.ad.uci.edu,128.195.208.172,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88170.ad.uci.edu,128.195.208.170,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88169.ad.uci.edu,128.195.208.169,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88173.ad.uci.edu,128.195.208.173,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88174.ad.uci.edu,128.195.208.174,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88177.ad.uci.edu,128.195.208.177,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88175.ad.uci.edu,128.195.208.175,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88179.ad.uci.edu,128.195.208.179,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88178.ad.uci.edu,128.195.208.178,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88180.ad.uci.edu,128.195.208.180,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88185.ad.uci.edu,128.195.208.185,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88182.ad.uci.edu,128.195.208.182,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88183.ad.uci.edu,128.195.208.183,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88181.ad.uci.edu,128.195.208.181,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88176.ad.uci.edu,128.195.208.176,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88186.ad.uci.edu,128.195.208.186,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88184.ad.uci.edu,128.195.208.184,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88160.ad.uci.edu,128.195.208.160,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88187.ad.uci.edu,128.195.208.187,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88200.ad.uci.edu,128.195.208.200,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88192.ad.uci.edu,128.195.208.192,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88193.ad.uci.edu,128.195.208.193,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88199.ad.uci.edu,128.195.208.199,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88191.ad.uci.edu,128.195.208.191,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88194.ad.uci.edu,128.195.208.194,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88188.ad.uci.edu,128.195.208.188,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88196.ad.uci.edu,128.195.208.196,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88189.ad.uci.edu,128.195.208.189,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88195.ad.uci.edu,128.195.208.195,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88197.ad.uci.edu,128.195.208.197,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88202.ad.uci.edu,128.195.208.202,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88198.ad.uci.edu,128.195.208.198,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88201.ad.uci.edu,128.195.208.201,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
b88206.ad.uci.edu,128.195.208.206,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
